korpus.id,hit,task,ad.mace,ad.annotation,cutoff.mace,cutoff.annotation,loading.mace,loading.annotation,pornographic.mace,pornographic.annotation,popup.mace,popup.annotation,captcha.mace,captcha.annotation,error.mace,error.annotation
5911,79,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8514,79,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9642,79,5,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
7874,80,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8362,80,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
818,80,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4408,80,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1239,80,5,no,-,yes,no,no,-,yes,-,not,-,not,-,not,very
9779,81,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3101,81,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7434,81,3,yes,-,no,-,no,-,no,-,very,-,not,-,not,-
4918,81,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9180,81,5,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
3128,82,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9295,82,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7425,82,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
736,82,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5116,82,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3262,83,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6468,83,2,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
84,83,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6246,83,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2736,83,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4715,84,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4729,84,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8146,84,3,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
6164,84,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
97,84,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5949,85,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
615,85,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4872,85,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8895,85,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3907,85,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9124,86,1,yes,no,no,-,no,-,no,-,not,-,not,-,not,-
1845,86,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
6906,86,3,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
5635,86,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3710,86,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
300,87,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8643,87,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5362,87,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6232,87,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1987,87,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1351,88,1,no,-,yes,no,no,-,yes,-,not,very,not,-,not,-
6654,88,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
162,88,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4178,88,4,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
5381,88,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3477,89,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3451,89,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3069,89,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6551,89,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1151,89,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6103,90,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
1635,90,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
5305,90,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5209,90,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9878,90,5,no,-,no,-,no,-,yes,-,very,-,not,-,not,-
8158,91,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6119,91,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
181,91,3,no,-,no,-,no,-,no,-,not,-,not,abit,not,-
5997,91,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1209,91,5,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
4547,92,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7815,92,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8897,92,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
1582,92,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4884,92,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
385,93,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3619,93,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5384,93,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7239,93,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2597,93,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1028,94,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6024,94,2,no,-,yes,-,no,-,no,-,not,very,not,-,not,-
8505,94,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6271,94,4,no,-,no,-,no,-,no,-,not,very,not,-,not,-
7618,94,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
4998,95,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3620,95,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8537,95,3,no,-,no,-,no,-,no,-,very,-,not,-,not,-
2608,95,4,no,yes,no,-,no,-,no,-,not,-,not,-,not,-
7762,95,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3954,96,1,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
5967,96,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2688,96,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5750,96,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4337,96,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
411,97,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9558,97,2,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
1634,97,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8192,97,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
1147,97,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5521,98,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2192,98,2,no,-,no,-,no,-,no,yes,not,-,not,-,not,-
9918,98,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7870,98,4,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
8731,98,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2040,99,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2583,99,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6165,99,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3938,99,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8566,99,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5549,100,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6355,100,2,yes,no,no,-,no,-,no,-,not,-,not,-,not,-
6822,100,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2207,100,4,no,-,no,-,no,-,no,-,not,-,not,-,very,-
210,100,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5016,101,1,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
4361,101,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9543,101,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
453,101,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
519,101,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2449,102,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6785,102,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8593,102,3,no,-,no,-,no,-,no,-,not,-,not,-,not,very
9159,102,4,no,-,no,-,no,-,no,-,not,-,not,-,not,very
6067,102,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6325,103,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2413,103,2,no,-,no,-,no,-,no,-,not,-,not,-,very,not
899,103,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
5624,103,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5316,103,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8792,104,1,no,yes,no,yes,no,-,no,-,not,-,not,-,not,-
4727,104,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5788,104,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7542,104,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3468,104,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2108,105,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
813,105,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2442,105,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3249,105,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3086,105,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6835,106,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2848,106,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2246,106,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
616,106,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6769,106,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4745,107,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8509,107,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2970,107,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2027,107,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5809,107,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
5144,108,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2270,108,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8562,108,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3706,108,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2026,108,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1705,109,1,no,-,no,-,no,-,yes,-,not,-,not,-,very,-
6709,109,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5102,109,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
488,109,4,no,-,no,-,no,-,no,-,not,-,not,-,very,-
5994,109,5,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
5509,110,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4030,110,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1881,110,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9111,110,4,no,-,no,-,no,-,no,-,abit,very,not,-,not,-
6564,110,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5924,111,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9246,111,2,no,yes,no,-,no,-,no,-,not,-,not,-,not,-
5801,111,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4678,111,4,no,-,no,-,no,-,no,-,abit,very,not,-,not,-
9906,111,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
8913,112,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
6606,112,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3347,112,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4772,112,4,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
4387,112,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1898,113,1,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
8570,113,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5728,113,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7293,113,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8179,113,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6559,114,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3581,114,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1874,114,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8488,114,4,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
2544,114,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2018,115,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5369,115,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4317,115,3,no,-,no,-,no,-,no,-,very,-,not,-,not,-
9365,115,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8033,115,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
1798,116,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
226,116,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3683,116,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9397,116,4,no,-,no,-,no,-,no,-,abit,very,not,-,not,-
5630,116,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2724,117,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
8915,117,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8606,117,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8438,117,4,yes,no,no,-,no,-,no,-,not,-,not,-,not,-
2462,117,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4025,118,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8755,118,2,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
9234,118,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9082,118,4,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
6941,118,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1589,119,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
1935,119,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8558,119,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2494,119,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5325,119,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4360,120,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2572,120,2,no,-,no,-,no,-,no,-,not,-,not,abit,not,-
9790,120,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6810,120,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4060,120,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9369,121,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3304,121,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7116,121,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
750,121,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7501,121,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9989,122,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
579,122,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3553,122,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1273,122,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4544,122,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
237,123,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1245,123,2,no,-,no,-,no,yes,no,-,not,-,not,-,not,-
526,123,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7403,123,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5503,123,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7300,124,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
5868,124,2,no,-,no,-,no,-,no,-,not,-,not,-,very,-
486,124,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
5948,124,4,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
217,124,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
512,125,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
697,125,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4315,125,3,no,-,no,-,no,-,no,-,very,-,not,-,not,-
2111,125,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1105,125,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
9470,126,1,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
3419,126,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
301,126,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9623,126,4,no,-,no,-,no,-,no,-,very,-,not,-,not,-
8248,126,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5891,127,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6692,127,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2262,127,3,no,-,no,-,no,-,no,-,not,-,not,-,very,-
693,127,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2994,127,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
581,128,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5913,128,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9648,128,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
9714,128,4,no,-,no,-,no,-,no,-,very,-,not,-,not,-
7383,128,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5534,129,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3494,129,2,no,-,no,-,no,-,no,-,not,very,not,-,not,-
3001,129,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7623,129,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5372,129,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4797,130,1,no,-,no,-,no,-,no,-,not,-,not,-,very,-
1896,130,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
1906,130,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
9636,130,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6091,130,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1456,131,1,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
9905,131,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
368,131,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3338,131,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3749,131,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8626,132,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8333,132,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3746,132,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
932,132,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2258,132,5,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
6318,133,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6607,133,2,no,-,no,-,no,-,no,-,not,-,not,-,not,very
8880,133,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1691,133,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7312,133,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8513,134,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4127,134,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7544,134,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1376,134,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3258,134,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3404,135,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8268,135,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1093,135,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1198,135,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
330,135,5,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
5352,136,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5052,136,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6339,136,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1120,136,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2485,136,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2281,137,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6046,137,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
8482,137,3,yes,no,no,-,no,-,no,-,not,-,not,-,not,-
8849,137,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1068,137,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2637,138,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2748,138,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6710,138,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2890,138,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2799,138,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
34,139,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1930,139,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1547,139,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
6158,139,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6366,139,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
294,140,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1304,140,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2181,140,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7890,140,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4256,140,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4212,141,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2981,141,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8507,141,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1704,141,4,yes,-,no,-,no,-,yes,-,not,-,not,-,not,-
7514,141,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3273,142,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5947,142,2,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
10,142,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4911,142,4,no,-,no,-,no,-,no,-,very,-,not,-,not,-
8691,142,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1602,143,1,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
485,143,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
135,143,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1567,143,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2498,143,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6042,144,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4890,144,2,no,-,no,-,no,-,no,-,not,-,not,-,not,very
8941,144,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4464,144,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8788,144,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
9239,145,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5436,145,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4948,145,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3426,145,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9838,145,5,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
4485,146,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1649,146,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2602,146,3,no,-,no,-,no,-,no,-,not,-,not,-,very,-
9952,146,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7561,146,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4876,147,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
434,147,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
5214,147,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5600,147,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5866,147,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
6245,148,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1925,148,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1035,148,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2576,148,4,no,-,no,-,no,-,no,-,not,-,not,abit,not,-
6176,148,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4515,149,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8770,149,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6934,149,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9845,149,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9141,149,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3396,150,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2511,150,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4491,150,3,no,-,no,-,no,-,no,-,not,-,not,abit,not,-
9846,150,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4795,150,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8182,151,1,no,-,no,-,no,-,yes,-,not,abit,not,-,not,-
8416,151,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6352,151,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9253,151,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7832,151,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
1073,152,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7593,152,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1830,152,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6281,152,4,no,-,no,-,no,-,no,-,abit,very,not,-,not,-
8419,152,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1703,153,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
6150,153,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1557,153,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9562,153,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1097,153,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8905,154,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4075,154,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
629,154,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4886,154,4,no,yes,no,-,no,-,no,-,not,-,not,-,not,-
8026,154,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4092,155,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
558,155,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6248,155,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9501,155,4,no,-,no,-,no,-,no,-,not,-,not,-,very,-
3423,155,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2479,156,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1588,156,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6023,156,3,no,-,no,yes,no,-,no,-,abit,very,not,-,abit,not
1775,156,4,no,-,no,-,no,-,no,-,not,-,not,-,very,-
1551,156,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6990,157,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2663,157,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8538,157,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7424,157,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9128,157,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5247,158,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4410,158,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
